								
Playlist download for:

Station: KALX
DJ: Kendra Levine
Number of entries: 9999999
Fields are comma delimited, in the following header order:

playid,show,playtype,genre,timestamp,artist,title,albumtitle,label,prepost,programtype,iswebcast,isrequest
10438633,Kendra K,,,09-24-2013 @ 22:25:00,Gloria Brown,Looking for my Baby,Looking for my baby,Checkers,,live,y,
10438629,Kendra K,,,09-24-2013 @ 22:22:00,Maddox Brothers and Rose,The Death of Rock N Roll,The Death of Rock N Roll,Columbia,,live,y,
10438599,Kendra K,,,09-24-2013 @ 22:17:00,Los Brincos,Baila La Puca,Baila La Puca,Novola,,live,y,
10438628,Kendra K,,,09-24-2013 @ 22:17:00,Trashmen,Bad News,Bad News,Garrett,,live,y,
10438576,Kendra K,,,09-24-2013 @ 22:14:00,Lonnie Mack,Lonnie On The Move,Lonnie on the Move,Fraternity,,live,y,
10438584,Kendra K,,,09-24-2013 @ 22:14:00,Trashmen,Bird Dance Beat,Bird Dance Beat,Garrett,,live,y,
10438575,Kendra K,,,09-24-2013 @ 22:10:00,The Invictas,The Hump,The Hump,Tupper Music,,live,y,
10438527,Kendra K,,,09-24-2013 @ 21:58:00,Rodger Collins,She's Looking Good,She's Looking Good,Galaxy,,live,y,
10438500,Kendra K,,,09-24-2013 @ 21:57:00,The Honeys,Pray for Surf,Pray for Surf,Capitol,,live,y,
10438486,Kendra K,,,09-24-2013 @ 21:55:00,Cassius Clay,I am the Greatest,I am the Greatest,Columbia,,live,y,
10438474,Kendra K,,,09-24-2013 @ 21:54:00,Bobby Lee Trammel,Mayonnaise,Mayonnaise,Hot Record Co.,,live,y,
10438470,Kendra K,,,09-24-2013 @ 21:52:00,Hal Blaine and the Young Cougars,Dancing in the Surfing Band,Dancing in the Surfing Band,RCA Victor,,live,y,
10438459,Kendra K,,,09-24-2013 @ 21:47:00,Ty Wagner,Misery Train,Misery Train,UT,,live,y,
10438458,Kendra K,,,09-24-2013 @ 21:45:00,Basile,Ma Charette Es Casse,Ma Charette Es Casse,S/R,,live,y,
10438365,Kendra K,,,09-24-2013 @ 21:34:00,Originals,Let Me Hear You Say Yeah,Let Me Hear You Say Yeah,Original Sound Co.,,live,y,
10438344,Kendra K,,,09-24-2013 @ 21:33:00,The Little Angel &amp; The Sparkles,Come On N' Rock,Come On N' Rock,Award,,live,y,
10438331,Kendra K,,,09-24-2013 @ 21:30:00,Benn Joe Zeppa,Terry Lou,Terry Lou,Award,,live,y,
10438310,Kendra K,,,09-24-2013 @ 21:26:00,The Carnabeats,A song,A single,Phillips,,live,y,
10438290,Kendra K,,,09-24-2013 @ 21:25:00,Rudy Grayzell,FBI Story,FBI Story,Award,,live,y,
10438285,Kendra K,,,09-24-2013 @ 21:22:00,The Stompin' Riff Raffs,Bizarre,Bizarre,Sleazy,,live,y,
10438241,Kendra K,,,09-24-2013 @ 21:13:00,Dee Lannon,Every Night You Make My Day,Honky Tonk Nightime Gal,Iloki,,live,y,
10438240,Kendra K,,,09-24-2013 @ 21:12:00,Billy Crash Craddock,Your Love Is What It Is,The Best Of...,Chart,,live,y,
10438216,Kendra K,,,09-24-2013 @ 21:10:00,Monkees,Papa Gene's Blues,the Monkees,Colgems,,live,y,
10438182,Kendra K,,,09-24-2013 @ 21:06:00,Ruttles,Let's Be Natural,The Ruttles,Warner Brothers,,live,y,
10438176,Kendra K,Feature,,09-24-2013 @ 21:00:00,Sufis,All of the Time,Inventions,Burger,,live,y,
10429611,Kendra K,,,09-23-2013 @ 18:57:00,Neon Piss,Bullet in the Back,Demo,S/R,,live,y,
10429593,Kendra K,,,09-23-2013 @ 18:55:00,Wet Spot,Leeching Out,Demo,S/R,,live,y,
10429565,Kendra K,,,09-23-2013 @ 18:53:00,Bummer City,Ruin me,Bummer City,S/R,,live,y,
10429564,Kendra K,,,09-23-2013 @ 18:50:00,Bummer City,Don't Try,Bummer City,S/R,,live,y,
10429509,Kendra K,,,09-23-2013 @ 18:46:00,Burnt Palms,Sun Shine,Burnt Palms,S/R,,live,y,
10429508,Kendra K,,,09-23-2013 @ 18:45:00,Burnt Palms,Numb One,Burnt Palms,S/R,,live,y,
10429507,Kendra K,,,09-23-2013 @ 18:41:00,Burnt Palms,Yours Not Mine,Burnt Palms,S/R,,live,y,
10429453,Kendra K,,,09-23-2013 @ 18:37:00,Glitz,Paranoia,It'z Glitz,Graze Records,,live,y,
10429452,Kendra K,,,09-23-2013 @ 18:35:00,Glitz,Sugar,It'z Glitz,Graze Records,,live,y,
10429451,Kendra K,,,09-23-2013 @ 18:33:00,Glitz,Baby,It'z Glitz,Graze Records,,live,y,
10429391,Kendra K,,,09-23-2013 @ 18:28:00,The Shanghais,Too Cool to Cry,The Shanghais,S/R,,live,y,
10429390,Kendra K,,,09-23-2013 @ 18:27:00,The Shanghais,Pretty Mean,The Shanghais,S/R,,live,y,
10429346,Kendra K,,,09-23-2013 @ 18:23:00,Urban Patterns,Complacency,Tides,S/R,,live,y,
10429345,Kendra K,,,09-23-2013 @ 18:19:00,Urban Patterns,Tides,Tides,S/R,,live,y,
10429287,Kendra K,,,09-23-2013 @ 18:11:00,Mark Reveley,Season in the Abyss,Destroy You Destroy Me,S/R,,live,y,
10429286,Kendra K,,,09-23-2013 @ 18:05:00,Mark Reveley,Salinas Block,Destroy You Destroy Me,S/R,,live,y,
10429285,Kendra K,,,09-23-2013 @ 18:00:00,Mark Reveley,Danielle,Destroy You Destroy Me,S/R,,live,y,
10429193,Kendra K,,,09-23-2013 @ 17:55:00,Too Short,Mack Attack,...Life is Too Short,Jive,,live,y,
10389377,Kendra K,Single,,09-17-2013 @ 23:55:00,J'Sue LaRue,Song Writer,Lillie's Friend,Abacus Records,,live,y,
10389344,Kendra K,Single,,09-17-2013 @ 23:53:00,Remains,Why Do I Cry,Mercy Mercy,Spoonfed,,live,y,
10389336,Kendra K,Feature Single,,09-17-2013 @ 23:50:00,Uh-Bones,Only You,Only You,Randy,,live,y,
10389321,Kendra K,Single,,09-17-2013 @ 23:47:00,Yolks,I Do What I Do,Introducing The Yolks,S/R,,live,y,
10389314,Kendra K,Feature Single,,09-17-2013 @ 23:45:00,Cozy,Cola Shock Kids,Cola Shock Kids,Hozac,,live,y,
10389313,Kendra K,Single,,09-17-2013 @ 23:43:00,Les Hamsters,Celui Qui Joue Comme Ca,Quelque Part En Irlande,CBS Records,,live,y,
10389295,Kendra K,Single,,09-17-2013 @ 23:40:00,Squares,Makin Love,Just One Word,Get Hip,,live,y,
10389285,Kendra K,Feature Single,,09-17-2013 @ 23:36:00,Ex-Cult,Through the Blinds,Mister Fantasy,Goner,,live,y,
10389284,Kendra K,Compilation,,09-17-2013 @ 23:30:00,Rose Melberg,I Love How You Love Me,The Patty Duke Tribute,Patty Duke Fanzine,,live,y,
10389215,Kendra K,Single,,09-17-2013 @ 23:25:00,Tiger Trap,Alien Space Song,Astronautical Music Festival,Slumberland,,live,y,y
10389238,Kendra K,,,09-17-2013 @ 23:25:00,Spray Dog,These People,These People,Stupid Cat,,live,y,
10389208,Kendra K,Single,,09-17-2013 @ 23:20:00,Heats,I Don't Like Your Face,Ordinary Girls,Hrrr Records,,live,y,
10389166,Kendra K,Single,,09-17-2013 @ 23:15:00,Jan Hammer,Miami Vice Theme,Miami Vice Theme,MCA,,live,y,
10389145,Kendra K,,,09-17-2013 @ 23:12:00,D.J. Pnutz,Put the fun in Funeral,Rackmount,S/R,,live,y,
10389130,Kendra K,Single,,09-17-2013 @ 23:09:00,The Highlighters,Poppin' Pop Corn,Poppin' Pop Corn,Stones Throw,,live,y,
10389124,Kendra K,Single,,09-17-2013 @ 23:07:00,Brentwood Wood,Boogaloosa, Louisian',Boogaloosa, Louisian',Double Shot,,live,y,
10389117,Kendra K,Single,,09-17-2013 @ 23:04:00,Evolution Control Committee,Rebel without a Pause,The Whipped Cream Mixes,Eerie Themes,,live,y,
10389108,Kendra K,Single,,09-17-2013 @ 23:00:00,Grand Master Flash &amp; The Furious Five,It's Nasty (Genius of Love),It's Nasty,Sugar Hill,,live,y,
10389043,Kendra K,Feature Single,,09-17-2013 @ 22:53:00,Make-Overs,Will It Ever Grow Back,Surfbored,Hozac,,live,y,
10389042,Kendra K,Single,,09-17-2013 @ 22:50:00,Killing Joke,Wardance,Wardance,Malicious Damage Records,,live,y,
10389024,Kendra K,Single,,09-17-2013 @ 22:45:00,Nirvana,Broken Mirrors,Smart Demos,Delerious,,live,y,
10389007,Kendra K,Single,,09-17-2013 @ 22:43:00,Jack Knife,San Francisco Beauty Queen,San Francisco Beauty Queen,Sympathy for the Record Industry,,live,y,
10388987,Kendra K,Feature Single,,09-17-2013 @ 22:41:00,Bad Advice,Chemical Imbalance,Do Not Resuscitate,Grave Mistake,,live,y,
10388986,Kendra K,Single,,09-17-2013 @ 22:39:00,Bumblescrump,Christmas,Rice Split,Joel Wing Records,,live,y,
10388955,Kendra K,Compilation,,09-17-2013 @ 22:35:00,Sweet Baby,Don't Do That,Down In Front,No Idea Records,,live,y,
10388915,Kendra K,Single,,09-17-2013 @ 22:30:00,Dandy Warhols,Dick,Little Drummer Boy,Tim Kerr,,live,y,y
10388904,Kendra K,Feature Single,,09-17-2013 @ 22:25:00,Jacuzzi Boys,Double Vision,Double Vision,Hardly Art,,live,y,
10388881,Kendra K,Single,,09-17-2013 @ 22:22:00,Nervebreakers,Why Am I So Flipped,Hijack the Radio,Wild Child,,live,y,
10388880,Kendra K,Single,,09-17-2013 @ 22:20:00,Groovie Ghoulies,Beast With Five Hands,The Beast With Five Hands,Green Door,,live,y,
10388879,Kendra K,Single,,09-17-2013 @ 22:15:00,Paul Anka,Your Love,Lonely Boy,ABC Paramount,,live,y,
10388840,Kendra K,Feature Single,,09-17-2013 @ 22:12:00,Dead Ghosts,I Sleep Alone,I Sleep Alone,Randy,,live,y,
10388828,Kendra K,Single,,09-17-2013 @ 22:09:00,Creation,Making Time,Making Time,Raw Records,,live,y,
10388818,Kendra K,Feature Single,,09-17-2013 @ 22:07:00,Bam! Bam!,Golden Haze 2,Golden Haze 2,HHBTM,,live,y,
10388817,Kendra K,Single,,09-17-2013 @ 22:05:00,Highlander Twos,Slacker Girl,Nursing a Hangover,Planet Pimp,,live,y,
10388802,Kendra K,Single,,09-17-2013 @ 22:03:00,Schlong,Gold Dust Woman,Tumours,Bun Length,,live,y,y
10388767,Kendra K,Single,,09-17-2013 @ 21:57:00,Frenchmen,Hey Amelia,Powdered Blue,Shelflife,,live,y,
10388766,Kendra K,Feature Single,,09-17-2013 @ 21:55:00,English Singles,Ordinary Girls,Ordinary Girls,Slumberland,,live,y,
10388745,Kendra K,Single,,09-17-2013 @ 21:53:00,Go Sailor,Windy,Long Distance,Slumberland,,live,y,
10388719,Kendra K,Feature Single,,09-17-2013 @ 21:50:00,Winter Bear,Jump In The Fire,Jump in the Fire,Hozac,,live,y,
10388711,Kendra K,Single,,09-17-2013 @ 21:47:00,REM,There She Goes,Radio Free Europe,IRS,,live,y,
10388681,Kendra K,Single,,09-17-2013 @ 21:41:00,Oh Ok,Playtime,Wow Mini Album,DB Records,,live,y,
10388680,Kendra K,Single,,09-17-2013 @ 21:37:00,Prince,17 Days,When Doves Cry,Warner Brothers,,live,y,
10388662,Kendra K,Single,,09-17-2013 @ 21:35:00,Wallpaper,Everytim We Do It,Everytim We Do It,Eeni Meeni Records,,live,y,
10388655,Kendra K,Feature Single,,09-17-2013 @ 21:30:00,Cold Cave,People Are Poison,Oceans with no End,Deathwish,,live,y,
10388629,Kendra K,Single,,09-17-2013 @ 21:25:00,Simple Minds,Changeling,Changeling,Zoom,,live,y,
10388587,Kendra K,Single,,09-17-2013 @ 21:18:00,New Order,Ceremony,Ceremony,Factory,,live,y,
10388560,Kendra K,Feature Single,,09-17-2013 @ 21:15:00,Population,Ontology,White Crosses,Hozac,,live,y,
10388539,Kendra K,Single,,09-17-2013 @ 21:12:00,Cibo Matto,Black (H)ole Sun,Birthday Cake,El Diablo,,live,y,
10388528,Kendra K,Single,,09-17-2013 @ 21:08:00,Earl Zero and Nancy Skinner,Can You See A City,Can You See A City,No Right Turn Productions,,live,y,
10388510,Kendra K,Single,,09-17-2013 @ 21:04:00,Patti Smith,Gloria,Gloria,Arista,,live,y,
10341572,Kendra K,,,09-10-2013 @ 23:55:00,Patsy Cline,Why Can't He Be You,Greatest Hits,MCA Records,,live,y,
10341571,Kendra K,Feature,,09-10-2013 @ 23:52:00,Bare Mutants,Growing,Affliction,In The Red,,live,y,
10341535,Kendra K,,,09-10-2013 @ 23:50:00,Rock-A-Teens,Tuesday's Just As Bad,Golden Time,Merge,,live,y,
10341517,Kendra K,,,09-10-2013 @ 23:47:00,Rock-A-bouts,She's A Fat Girl,At The Party,Candy Records,,live,y,
10341500,Kendra K,Compilation,,09-10-2013 @ 23:45:00,Joe Tex,Skinny Legs and All,Soul Clan,Atco,,live,y,
10341497,Kendra K,Compilation,,09-10-2013 @ 23:42:00,Del-Larks,Job Opening,The Northern Soul Story,Soul Supply,,live,y,
10341477,Kendra K,Compilation,,09-10-2013 @ 23:40:00,Veda Brown,Guilty of Loving You,Let's Crossover Again,Kent,,live,y,
10341459,Kendra K,Feature Single,,09-10-2013 @ 23:34:00,Replica,You Can't Stop The Weather,S/T,Prank,,live,y,
10341436,Kendra K,Feature Single,,09-10-2013 @ 23:30:00,Bad Daddies,Short Sale,Bad Year,Central District,,live,y,
10341452,Kendra K,,,09-10-2013 @ 23:30:00,Misfits,Astro Zombies,Evilive,Aggressive Rock,,live,y,
10341424,Kendra K,Single,,09-10-2013 @ 23:25:00,Skinflutes,Rebel Run,Sawhorse,Lookout,,live,y,
10341419,Kendra K,,,09-10-2013 @ 23:22:00,Fugazi,Burning,Fugazi,Dischord,,live,y,
10341383,Kendra K,Feature Single,,09-10-2013 @ 23:17:00,Manatees,Cat Food,Cat Food,Goner,,live,y,
10341376,Kendra K,Compilation,,09-10-2013 @ 23:14:00,Bananas,Enemies Everywhere,Sacramento City of a Beer,Moo-La-La,,live,y,
10341375,Kendra K,Feature,,09-10-2013 @ 23:11:00,Sacramento Senior High,Aquarius,School Me! Volume One 1968-1975,Stage Band Research,,live,y,
10341349,Kendra K,,,09-10-2013 @ 23:07:00,Marvin Gaye,What's Going On,Antology,Motown,,live,y,
10341332,Kendra K,,,09-10-2013 @ 23:04:00,The Four Tops,Bernadette,Anthology,Motown,,live,y,
10341295,Kendra K,Single,,09-10-2013 @ 22:56:00,Talulah Gosh,My Best Friend,Steaming Train EP,53rd &amp; 3rd,,live,y,
10341285,Kendra K,Feature,,09-10-2013 @ 22:54:00,You Me &amp; Us,Freckles,Stay Inside,S/R,,live,y,
10341277,Kendra K,,,09-10-2013 @ 22:50:00,Dressy Bessy,There's A Girl,Sound Round,Kindercore Records,,live,y,
10341261,Kendra K,,,09-10-2013 @ 22:48:00,Milky Wimpshake,Scrabble,Lovers Not Fighters,Troubleman Unlimited,,live,y,
10341255,Kendra K,,,09-10-2013 @ 22:45:00,The Gazillions,Thanks for Playing Scrabble,...Have Landed,Round,,live,y,
10341218,Kendra K,,,09-10-2013 @ 22:36:00,Violent Femmes,Blister in the Sun,Violent Femmes,Slash,,live,y,
10341191,Kendra K,Compilation,,09-10-2013 @ 22:34:00,Raul Seixas,As Aventuras de Rau Seixas na Cidade de Thor,Brazil 70,Soul Jazz,,live,y,
10341173,Kendra K,Compilation,,09-10-2013 @ 22:30:00,Kako,Cool Jerk,Boogaloo Pow Wow,Honest Jons Records,,live,y,
10341164,Kendra K,Feature,,09-10-2013 @ 22:28:00,King Khan &amp; The Shrines,Bite My Tongue,Idle No More,Merge,,live,y,
10341157,Kendra K,,,09-10-2013 @ 22:25:00,Kinks,Big Sky,The Village Green Preservation Society,Reprise,,live,y,
10341132,Kendra K,Feature Single,,09-10-2013 @ 22:17:00,Cocktails,No Blondes (In California),S/T,Father Daughters,,live,y,
10341113,Kendra K,Feature,,09-10-2013 @ 22:15:00,Jacuzzi Boys,Be My Prism,S/T,Hardly Art,,live,y,
10341104,Kendra K,Compilation,,09-10-2013 @ 22:12:00,The Motions,Everything (That's Mine),Pebbles v. 15 Continent Lashes Back Netherlands,AIP,,live,y,
10341094,Kendra K,Compilation,,09-10-2013 @ 22:10:00,Strangers,Bye Bye Johnnie,Brum Beat,Midland Beat,,live,y,
10341084,Kendra K,Compilation,,09-10-2013 @ 22:08:00,The Hi Numbers,Heart of Stone,The Beat Scene,Decca,,live,y,
10341077,Kendra K,,,09-10-2013 @ 22:05:00,Dave Clark Five,Glad All Over,All-Time Greatest Hits,Epic,,live,y,
10341074,Kendra K,,,09-10-2013 @ 21:57:00,Suede,Metal Mickey,Suede,Nude Records,,live,y,
10341034,Kendra K,,,09-10-2013 @ 21:54:00,Catatonia,Mulder and Scully,International Velvet,Blanco Y Negro,,live,y,
10341016,Kendra K,Feature,,09-10-2013 @ 21:50:00,Tricky,Bonnie &amp; Clyde,False Idols,False Idols,,live,y,
10341007,Kendra K,,,09-10-2013 @ 21:46:00,Gangstagrass,Put Your Hands Up High,Gangstagrass,S/R,,live,y,
10340991,Kendra K,,,09-10-2013 @ 21:43:00,Hank Snow,The Wayward Wind,Heart Break Trail,RCA Victor,,live,y,
10340968,Kendra K,,,09-10-2013 @ 21:40:00,Carter Family,Worried Man Blues,Their Complete Victor Recordings,Rounder,,live,y,
10340956,Kendra K,,,09-10-2013 @ 21:35:00,Dionne Warwick,Make The Night A Little Longer,Make Way For Dionne Warwick,Scepter,,live,y,
10340933,Kendra K,Compilation,,09-10-2013 @ 21:33:00,Phyllis Dillon,Don't Stay Away,Duke Reid's Treasure Chest,Heartbeat,,live,y,
10340919,Kendra K,Feature,,09-10-2013 @ 21:30:00,Jimmy Cliff,Guns of Brixton,The KCRW Session,UMe,,live,y,
10340906,Kendra K,,,09-10-2013 @ 21:25:00,The Slackers,Wasted Days,Wasted Days,Epitaph,,live,y,
10340874,Kendra K,,,09-10-2013 @ 21:20:00,Scientists,Knock Out,Heavyweight Dub Champion,Jah,,live,y,
10340856,Kendra K,Feature,,09-10-2013 @ 21:16:00,John Wizards,I'm Still A Serious Guy,John Wizards,Planet Mu,,live,y,
10340838,Kendra K,Compilation,,09-10-2013 @ 21:12:00,Mistah F.A.B.,Ghost Ride It,Slappin' The Trunk v. 2,Thizz Entertainment,,live,y,
10340826,Kendra K,,,09-10-2013 @ 21:07:00,Ray Parker Jr.,Ghostbusters,Ghostbusters,Aristsa,,live,y,
10340805,Kendra K,,,09-10-2013 @ 21:05:00,Joe Walsh,In The City,The Warriors,A&amp;M,,live,y,
10295946,Kendra K,,,09-03-2013 @ 23:57:00,Richard Hawley,Hotel Room,Coles Corner,Mute,,live,y,
10295935,Kendra K,Feature,,09-03-2013 @ 23:55:00,Jacuzzi Boys,Rubble,S/T,Hardly Art,,live,y,
10295929,Kendra K,Compilation,,09-03-2013 @ 23:53:00,Rationals,Turn On,Highs in the Mid Sixtiwes: V. 5 Michigan,AIP,,live,y,
10295919,Kendra K,Compilation,,09-03-2013 @ 23:51:00,The Frame,Doctor Doctor,English Freakbeat v.3,AIP,,live,y,
10295902,Kendra K,,,09-03-2013 @ 23:48:00,The Loved Ones,You Better Do Right,Better Do Right,Hightone,,live,y,
10295887,Kendra K,,,09-03-2013 @ 23:45:00,The Prisoners,I'm Going Home,Revenge of the Prisoners,Pink Dust,,live,y,
10295860,Kendra K,Feature,,09-03-2013 @ 23:37:00,Purling Hiss,Mary Bumble Bee,Water on Mars,Drag City,,live,y,
10295844,Kendra K,Compilation,,09-03-2013 @ 23:35:00,The Hi-Fives,Just Say No,Goode Thyme Jhamborie,Planet Pimp,,live,y,
10295831,Kendra K,Feature,,09-03-2013 @ 23:33:00,Dead Ghosts,Hangin in the Alley,Can't Get No,Burger,,live,y,
10295830,Kendra K,,,09-03-2013 @ 23:30:00,Downliners Sect,One Ugly Child,The Sect/The Rock Sect's In,See For Miles,,live,y,
10295800,Kendra K,,,09-03-2013 @ 23:25:00,Jeff Beck,Hi Ho Silver Lining,Beckology,Warner Brothers,,live,y,
10295793,Kendra K,Feature,,09-03-2013 @ 23:16:00,Flaamingos,Walk A Wire,S/T,Felte,,live,y,
10295743,Kendra K,,,09-03-2013 @ 23:12:00,B-52s,52 Girls,B52s,Warner Brothers,,live,y,
10295742,Kendra K,,,09-03-2013 @ 23:06:00,Tom Verlaine,Breakin' In My Heart,Tom Verlaine,Elektra,,live,y,
10295702,Kendra K,Feature,,09-03-2013 @ 23:04:00,Mallard,Decade,Finding Meaning In Difference,Castle Face,,live,y,
10295806,Kendra K,Compilation,,09-03-2013 @ 23:00:00,The Sheffields,Say Girl,Beat Beat Beat v.2,Sanctuary,,live,y,
10295677,Kendra K,Feature,,09-03-2013 @ 22:57:00,Destruction Unit,Control the Light,Deep Trip,Sacred Bones,,live,y,
10295670,Kendra K,,,09-03-2013 @ 22:55:00,Eat Skull,Punk Trips,Sick To Death,Siltbreeze,,live,y,
10295653,Kendra K,Feature,,09-03-2013 @ 22:52:00,Kid Congo,Killer Diller,The Pink Monkey Birds,In The Red,,live,y,
10295646,Kendra K,Feature Single,,09-03-2013 @ 22:50:00,Pizzas,Rock 'n' Roll Radio,We Don't Have Anything Anymore,Sacramento,,live,y,
10295644,Kendra K,,,09-03-2013 @ 22:48:00,Nobunny,I Am A Girlfriend,Love Vision,1234 Go!,,live,y,
10295643,Kendra K,Single,,09-03-2013 @ 22:46:00,Bomb Bassets,Superwoman,Trip EP,GI Records,,live,y,
10295642,Kendra K,,,09-03-2013 @ 22:43:00,Parasites,When I'm Here With You,Punch Lines,Shredder,,live,y,
10295587,Kendra K,Compilation,,09-03-2013 @ 22:36:00,Crowns,Cool Loving,Golden Groups,Relic,,live,y,
10295578,Kendra K,,,09-03-2013 @ 22:34:00,The Servicemen,Are You Angry,The Soul Side of the Street,Bacchus Archives,,live,y,
10295572,Kendra K,Compilation,,09-03-2013 @ 22:33:00,The Servicemen,I'll Stop Lov,,,,live,y,
10295566,Kendra K,Compilation,,09-03-2013 @ 22:30:00,Rodger Collins,Foxy Girls In Oakland,Bay Area Funk,Luv N' Haight,,live,y,
10295552,Kendra K,Single,Hip Hop,09-03-2013 @ 22:27:00,Too Bad,Too Bad (Radio),Too Bad,Sleeping Bag Records,,live,y,
10295531,Kendra K,,,09-03-2013 @ 22:25:00,TLC,Creep,Crazy Sexy Cool,LaFace,,live,y,
10295479,Kendra K,Feature,,09-03-2013 @ 22:10:00,Lumerians,High Frontier,The High  Frontier,Partisan,,live,y,
10295450,Kendra K,,,09-03-2013 @ 22:00:00,Girls,Hello Ratrace,Album,True Panther Sounds,,live,y,y
10295498,Kendra K,,,09-03-2013 @ 22:00:00,Faust,I've Got My Car and My TVq,So Far,Brain,,live,y,
10295427,Kendra K,,,09-03-2013 @ 21:56:00,Pets,What Are We Doing To Ourselves,Love And War,Endearing Records,,live,y,
10295419,Kendra K,,,09-03-2013 @ 21:54:00,Primal Scream,Sonic Sister Love,Sonic Flower Groove,Elavation,,live,y,
10295399,Kendra K,,,09-03-2013 @ 21:50:00,Bats,Make It Clear,Spill The Beans,Mammouth,,live,y,
10295398,Kendra K,Feature,,09-03-2013 @ 21:48:00,Legs,Two Colours,Pass The Ringo,Log Lady,,live,y,
10295349,Kendra K,Feature,,09-03-2013 @ 21:40:00,Weekend,July,Jinx,Slumberland,,live,y,
10295345,Kendra K,,,09-03-2013 @ 21:36:00,Apples in Stereo,Tidal Wave,Science Faire,spinArt records,,live,y,
10295314,Kendra K,Single,,09-03-2013 @ 21:28:00,Holly &amp; Joey,I Got You Babe,I Got You Babe,Virgin,,live,y,
10295293,Kendra K,,,09-03-2013 @ 21:23:00,Helen Love,Long Live The UK Music Scene,Radio Hits 3,Damaged Goods,,live,y,
10295274,Kendra K,Compilation,,09-03-2013 @ 21:20:00,Meic Stevens,Y Brawd Houdini,Welsh Rare Beat,Finders Keepers,,live,y,
10295249,Kendra K,Feature,,09-03-2013 @ 21:17:00,Ty Segall,Sweet C.C.,Sleeper,Drag City,,live,y,
10295235,Kendra K,Compilation,,09-03-2013 @ 21:10:00,Babs, Marina, &amp; de Hippe Vogels,L.S.D.,Biet Het Vol. 2,Distortions,,live,y,
10295234,Kendra K,,Other,09-03-2013 @ 21:05:00,Sidney Cohen, M.D.,The Trip,L.S.D.,Capitol,,live,y,
10295322,Kendra K,Feature,,09-03-2013 @ 21:00:00,Big Deal,In Your Car,June Gloom,Mute,,live,y,
10249098,Kendra K,Compilation,,08-27-2013 @ 23:57:00,Capt. Skidlid,She Knew Him Too,Glitter From the Litter Bin,Sanctuary,,live,y,
10249097,Kendra K,,,08-27-2013 @ 23:55:00,Slade,Gudbuy T' Jane,Sladest,Reprise,,live,y,
10249096,Kendra K,Feature,,08-27-2013 @ 23:50:00,Hammered Satin,Emily,Glamoramma,Burger,,live,y,
10249041,Kendra K,Feature Single,,08-27-2013 @ 23:42:00,Vacation Club,Daydream,Daydream,Randy,,live,y,
10249040,Kendra K,Feature Single,,08-27-2013 @ 23:40:00,Uh Bones,A Mess,Only You,Randy,,live,y,
10249039,Kendra K,,,08-27-2013 @ 23:38:00,Mummies,Jezebel,Never Been Caught,Telstar,,live,y,
10249038,Kendra K,,,08-27-2013 @ 23:35:00,Dukes of Hamburg,Que Sera,Star Club Show 1,Dionysus,,live,y,
10249037,Kendra K,Compilation,,08-27-2013 @ 23:33:00,Sonny Webb &amp; The Cascades,You've Got Everything,This is Mersey Beat,Edsel,,live,y,
10248929,Kendra K,Single,,08-27-2013 @ 23:23:00,Wild Assumption,Run Like You,Run Like You,Sweethearts with Slingshots,,live,y,
10248912,Kendra K,,,08-27-2013 @ 23:18:00,Halo Benders,Don't Touch My Bikini,God Don't Make No Junk,K,,live,y,
10248898,Kendra K,,,08-27-2013 @ 23:16:00,Guinea Worms,Drunk In Yr Uggs,Sorcerers of Madness,Columbus Discount,,live,y,
10248883,Kendra K,,,08-27-2013 @ 23:13:00,Chastity Belt,James Dean,S/T,S/R,,live,y,
10248879,Kendra K,Feature,,08-27-2013 @ 23:10:00,Purling Hiss,Rat Race,Water on Mars,Drag City,,live,y,
10248863,Kendra K,Feature,,08-27-2013 @ 23:07:00,Spider Bags,Teenage Eyes,Singles,Churchkey,,live,y,
10248843,Kendra K,Compilation,,08-27-2013 @ 23:00:00,Denise &amp; Co,Take Me As I Am,Girls In The Garage,Romulan,,live,y,
10248960,Kendra K,Compilation,,08-27-2013 @ 23:00:00,The Gremlins,Wait,Teenage Shutdown: You Treat Me Bad,Teenage Shutdown,,live,y,
10248836,Kendra K,,,08-27-2013 @ 22:57:00,The Delmonas,Delmona (Temptress of Love),5,Hangman,,live,y,
10248807,Kendra K,,,08-27-2013 @ 22:56:00,Te,,,,,live,y,
10248806,Kendra K,Single,,08-27-2013 @ 22:54:00,The Masonics,Never So Sad,The Earl of Hell,Super Electro,,live,y,
10248805,Kendra K,,,08-27-2013 @ 22:51:00,The Milkshakes,I'm The One For You,Live From Chatham,Hangman Records,,live,y,
10248804,Kendra K,Compilation,,08-27-2013 @ 22:50:00,The Hi-Fives,Now I Know,Flaming Burnout,Mans Ruin Records,,live,y,
10248753,Kendra K,,,08-27-2013 @ 22:43:00,Monkees,Daily Nightly,Pisces, Aquarius, Capricorn &amp; Jones LTD,Colgems,,live,y,
10248750,Kendra K,Feature,,08-27-2013 @ 22:40:00,Mantles,Brown Balloon,Long Enough To Leave,Slumberland,,live,y,
10248749,Kendra K,Feature Single,,08-27-2013 @ 22:37:00,English Singles,Rain,Ordinary Girls,Slumberland,,live,y,
10248735,Kendra K,,,08-27-2013 @ 22:33:00,The Dentists,Streets &amp; Houses,Naked,Independent Project,,live,y,
